FCS_HEADER_ID	PARAMETER_NUMBER	PNN_PREFERRED	PNN_REPORTED	PNS_PREFERRED	PNS_REPORTED
236224	16		Violet B 525/50-A		L\D
236224	17		Violet A 610/20-A	hCD27	CD27
236224	18		Time		Time
236225	1		FSC-A		FSC-A
236225	2		FSC-H		FSC-H
236225	3		FSC-W		FSC-W
236225	4	SSC	SSC-A	SSC	SSC-A
236225	5	SSC	SSC-H	SSC	SSC-H
236225	6	SSC	SSC-W	SSC	SSC-W
236225	7		Red C 660/20-A		10
236225	8		Red A 780/60-A		19
236225	9		Blue F 525/50-A		MTG
236225	10		Blue E 576/26-A	hCXCR3	CXCR3
236225	11		Blue D 610/20-A		24
236225	12		Blue C 660/20-A		IGM
236225	13		Blue B 710/50-A		38
236225	14		Blue A 780/60-A		23
236225	15		Violet C 450/50-A		3
236225	16		Violet B 525/50-A		L/D
236225	17		Violet A 610/20-A		27
236225	18		Time		Time
236226	1		FSC-A		FSC-A
236226	2	SSC	SSC-A	SSC	SSC-A
236226	3		Blue B 515/20-A		3
236226	4		Blue A 710/50-A		45RA
236226	5		Violet H 450/50-A	hCCR6	CCR6
236226	6		Violet G 550/40-A		L/D
236226	7		Violet D 605/40-A	hPDCD1	PD1
236226	8		Violet C 660/40-A		25
236226	9		Violet A 780/60-A		127
236226	10		Red C 660/20-A	hCCR4	CCR4
236226	11		Red A 780/60-A		4
236226	12		Green E 575/25-A	hCXCR3	CXCR3
236226	13		Green D 610/20-A	hCXCR5	CXCR5
236226	14		Green C 660/40-A	hICOS	ICOS
236226	15		Green A 780/40-A	hCCR7	CCR7
236226	16		Time		Time
236227	1		FSC-A		FSC-A
236227	2	SSC	SSC-A	SSC	SSC-A
236227	3		Blue B 515/20-A		86
236227	4		Blue A 710/50-A		38
236227	5		Violet H 450/50-A		IGD
236227	6		Violet G 550/40-A		L/D
236227	7		Violet D 605/40-A		IGM
236227	8		Violet C 660/40-A		3
236227	9		Violet B 705/70-A		95
236227	10		Violet A 780/60-A		27
236227	11		Red C 660/20-A		IGA
236227	12		Red A 780/60-A		19
236227	13		Green E 575/25-A	hMKI67	KI67
236227	14		Green D 610/20-A		24
236227	15		Green C 660/40-A		21
236227	16		Green A 780/40-A		IGG
236227	17		Time		Time
236228	1		FSC-A		FSC-A
236228	2		FSC-H		FSC-H
236228	3		FSC-W		FSC-W
236228	4	SSC	SSC-A	SSC	SSC-A
236228	5	SSC	SSC-H	SSC	SSC-H
236228	6	SSC	SSC-W	SSC	SSC-W
236228	7		Red C 660/20-A	hFAS	CD95
236228	8		Red A 780/60-A	hCD19	CD19
236228	9		Blue F 525/50-A		IGD
236228	10		Blue E 576/26-A	hCXCR3	CXCR3
236228	11		Blue D 610/20-A	hCD24	CD24
236228	12		Blue C 660/20-A	hCR2	CD21
236228	13		Blue B 710/50-A	hCD38	CD38
236228	14		Blue A 780/60-A	PTPRC/iso:CD45RO	B220
236228	15		Violet C 450/50-A	hCD3E	CD3
236228	16		Violet B 525/50-A		L\D
236228	17		Violet A 610/20-A	hCD27	CD27
236228	18		Time		Time
236229	1		FSC-A		FSC-A
236229	2		FSC-H		FSC-H
236229	3		FSC-W		FSC-W
236229	4	SSC	SSC-A	SSC	SSC-A
236229	5	SSC	SSC-H	SSC	SSC-H
236229	6	SSC	SSC-W	SSC	SSC-W
236229	7		Red C 660/20-A		10
236229	8		Red A 780/60-A		19
236229	9		Blue F 525/50-A		MTG
236229	10		Blue E 576/26-A	hCXCR3	CXCR3
236229	11		Blue D 610/20-A		24
236229	12		Blue C 660/20-A		IGM
236229	13		Blue B 710/50-A		38
236229	14		Blue A 780/60-A		23
236229	15		Violet C 450/50-A		3
236229	16		Violet B 525/50-A		L/D
236229	17		Violet A 610/20-A		27
236229	18		Time		Time
236230	1		FSC-A		FSC-A
236230	2	SSC	SSC-A	SSC	SSC-A
236230	3		Blue B 515/20-A		3
236230	4		Blue A 710/50-A		45RA
236230	5		Violet H 450/50-A	hCCR6	CCR6
236230	6		Violet G 550/40-A		L/D
236230	7		Violet D 605/40-A	hPDCD1	PD1
236230	8		Violet C 660/40-A		25
236230	9		Violet A 780/60-A		127
236230	10		Red C 660/20-A	hCCR4	CCR4
236230	11		Red A 780/60-A		4
236230	12		Green E 575/25-A	hCXCR3	CXCR3
236230	13		Green D 610/20-A	hCXCR5	CXCR5
236230	14		Green C 660/40-A	hICOS	ICOS
236230	15		Green A 780/40-A	hCCR7	CCR7
236230	16		Time		Time
236231	1		FSC-A		FSC-A
236231	2	SSC	SSC-A	SSC	SSC-A
236231	3		Blue B 515/20-A		86
236231	4		Blue A 710/50-A		38
236231	5		Violet H 450/50-A		IGD
236231	6		Violet G 550/40-A		L/D
236231	7		Violet D 605/40-A		IGM
236231	8		Violet C 660/40-A		3
236231	9		Violet B 705/70-A		95
236231	10		Violet A 780/60-A		27
236231	11		Red C 660/20-A		IGA
236231	12		Red A 780/60-A		19
236231	13		Green E 575/25-A	hMKI67	KI67
236231	14		Green D 610/20-A		24
236231	15		Green C 660/40-A		21
236231	16		Green A 780/40-A		IGG
236231	17		Time		Time
236232	1		FSC-A		FSC-A
236232	2		FSC-H		FSC-H
236232	3		FSC-W		FSC-W
236232	4	SSC	SSC-A	SSC	SSC-A
236232	5	SSC	SSC-H	SSC	SSC-H
236232	6	SSC	SSC-W	SSC	SSC-W
236232	7		Red C 660/20-A	hFAS	CD95
236232	8		Red A 780/60-A	hCD19	CD19
236232	9		Blue F 525/50-A		IGD
236232	10		Blue E 576/26-A	hCXCR3	CXCR3
236232	11		Blue D 610/20-A	hCD24	CD24
236232	12		Blue C 660/20-A	hCR2	CD21
236232	13		Blue B 710/50-A	hCD38	CD38
236232	14		Blue A 780/60-A	PTPRC/iso:CD45RO	B220
236232	15		Violet C 450/50-A	hCD3E	CD3
236232	16		Violet B 525/50-A		L\D
236232	17		Violet A 610/20-A	hCD27	CD27
236232	18		Time		Time
236233	1		FSC-A		FSC-A
236233	2		FSC-H		FSC-H
236233	3		FSC-W		FSC-W
236233	4	SSC	SSC-A	SSC	SSC-A
236233	5	SSC	SSC-H	SSC	SSC-H
236233	6	SSC	SSC-W	SSC	SSC-W
236233	7		Red C 660/20-A		10
236233	8		Red A 780/60-A		19
236233	9		Blue F 525/50-A		MTG
236233	10		Blue E 576/26-A	hCXCR3	CXCR3
236233	11		Blue D 610/20-A		24
236233	12		Blue C 660/20-A		IGM
236233	13		Blue B 710/50-A		38
236233	14		Blue A 780/60-A		23
236233	15		Violet C 450/50-A		3
236233	16		Violet B 525/50-A		L/D
236233	17		Violet A 610/20-A		27
236233	18		Time		Time
236234	1		FSC-A		FSC-A
236234	2	SSC	SSC-A	SSC	SSC-A
236234	3		Blue B 515/20-A		3
236234	4		Blue A 710/50-A		45RA
236234	5		Violet H 450/50-A	hCCR6	CCR6
236234	6		Violet G 550/40-A		L/D
236234	7		Violet D 605/40-A	hPDCD1	PD1
236234	8		Violet C 660/40-A		25
236234	9		Violet A 780/60-A		127
236234	10		Red C 660/20-A	hCCR4	CCR4
236234	11		Red A 780/60-A		4
236234	12		Green E 575/25-A	hCXCR3	CXCR3
236234	13		Green D 610/20-A	hCXCR5	CXCR5
236234	14		Green C 660/40-A	hICOS	ICOS
236234	15		Green A 780/40-A	hCCR7	CCR7
236234	16		Time		Time
236235	1		FSC-A		FSC-A
236235	2	SSC	SSC-A	SSC	SSC-A
236235	3		Blue B 515/20-A		86
236235	4		Blue A 710/50-A		38
236235	5		Violet H 450/50-A		IGD
236235	6		Violet G 550/40-A		L/D
236235	7		Violet D 605/40-A		IGM
236235	8		Violet C 660/40-A		3
236235	9		Violet B 705/70-A		95
236235	10		Violet A 780/60-A		27
236235	11		Red C 660/20-A		IGA
236235	12		Red A 780/60-A		19
236235	13		Green E 575/25-A	hMKI67	KI67
236235	14		Green D 610/20-A		24
236235	15		Green C 660/40-A		21
236235	16		Green A 780/40-A		IGG
236235	17		Time		Time
236236	1		FSC-A		FSC-A
236236	2		FSC-H		FSC-H
236236	3		FSC-W		FSC-W
236236	4	SSC	SSC-A	SSC	SSC-A
236236	5	SSC	SSC-H	SSC	SSC-H
236236	6	SSC	SSC-W	SSC	SSC-W
236236	7		Red C 660/20-A	hFAS	CD95
236236	8		Red A 780/60-A	hCD19	CD19
236236	9		Blue F 525/50-A		IGD
236236	10		Blue E 576/26-A	hCXCR3	CXCR3
236236	11		Blue D 610/20-A	hCD24	CD24
236236	12		Blue C 660/20-A	hCR2	CD21
236236	13		Blue B 710/50-A	hCD38	CD38
236236	14		Blue A 780/60-A	PTPRC/iso:CD45RO	B220
236236	15		Violet C 450/50-A	hCD3E	CD3
236236	16		Violet B 525/50-A		L\D
236236	17		Violet A 610/20-A	hCD27	CD27
236236	18		Time		Time
236237	1		FSC-A		FSC-A
236237	2		FSC-H		FSC-H
236237	3		FSC-W		FSC-W
236237	4	SSC	SSC-A	SSC	SSC-A
236237	5	SSC	SSC-H	SSC	SSC-H
236237	6	SSC	SSC-W	SSC	SSC-W
236237	7		Red C 660/20-A		10
236237	8		Red A 780/60-A		19
236237	9		Blue F 525/50-A		MTG
236237	10		Blue E 576/26-A		IGD
236237	11		Blue D 610/20-A		24
236237	12		Blue C 660/20-A		IGM
236237	13		Blue B 710/50-A		38
236237	14		Blue A 780/60-A		23
236237	15		Violet C 450/50-A		3
236237	16		Violet B 525/50-A		L/D
236237	17		Violet A 610/20-A		27
236237	18		Time		Time
236238	1		FSC-A		FSC-A
236238	2	SSC	SSC-A	SSC	SSC-A
236238	3		Blue B 515/20-A		3
236238	4		Blue A 710/50-A		45RA
236238	5		Violet H 450/50-A	hCCR6	CCR6
236238	6		Violet G 550/40-A		L/D
236238	7		Violet D 605/40-A	hPDCD1	PD1
236238	8		Violet C 660/40-A		25
236238	9		Violet A 780/60-A		127
236238	10		Red C 660/20-A	hCCR4	CCR4
236238	11		Red A 780/60-A		4
236238	12		Green E 575/25-A	hCXCR3	CXCR3
236238	13		Green D 610/20-A	hCXCR5	CXCR5
236238	14		Green C 660/40-A	hICOS	ICOS
236238	15		Green A 780/40-A	hCCR7	CCR7
236238	16		Time		Time
236239	1		FSC-A		FSC-A
236239	2	SSC	SSC-A	SSC	SSC-A
236239	3		Blue B 515/20-A		86
236239	4		Blue A 710/50-A		38
236239	5		Violet H 450/50-A		IGD
236239	6		Violet G 550/40-A		L/D
236239	7		Violet D 605/40-A		IGM
236239	8		Violet C 660/40-A		3
236239	9		Violet B 705/70-A		95
236239	10		Violet A 780/60-A		27
236239	11		Red C 660/20-A		IGA
236239	12		Red A 780/60-A		19
236239	13		Green E 575/25-A	hMKI67	KI67
236239	14		Green D 610/20-A		24
236239	15		Green C 660/40-A		21
236239	16		Green A 780/40-A		IGG
236239	17		Time		Time
236240	1		FSC-A		FSC-A
236240	2		FSC-H		FSC-H
236240	3		FSC-W		FSC-W
236240	4	SSC	SSC-A	SSC	SSC-A
236240	5	SSC	SSC-H	SSC	SSC-H
236240	6	SSC	SSC-W	SSC	SSC-W
236240	7		Red C 660/20-A	hFAS	CD95
236240	8		Red A 780/60-A	hCD19	CD19
236240	9		Blue F 525/50-A		IGD
236240	10		Blue E 576/26-A	hCXCR3	CXCR3
236240	11		Blue D 610/20-A	hCD24	CD24
236240	12		Blue C 660/20-A	hCR2	CD21
236240	13		Blue B 710/50-A	hCD38	CD38
236240	14		Blue A 780/60-A	PTPRC/iso:CD45RO	B220
236240	15		Violet C 450/50-A	hCD3E	CD3
236240	16		Violet B 525/50-A		L\D
236240	17		Violet A 610/20-A	hCD27	CD27
236240	18		Time		Time
236241	1		FSC-A		FSC-A
236241	2		FSC-H		FSC-H
236241	3		FSC-W		FSC-W
236241	4	SSC	SSC-A	SSC	SSC-A
236241	5	SSC	SSC-H	SSC	SSC-H
236241	6	SSC	SSC-W	SSC	SSC-W
236241	7		Red C 660/20-A		10
236241	8		Red A 780/60-A		19
236241	9		Blue F 525/50-A		MTG
236241	10		Blue E 576/26-A		IGD
236241	11		Blue D 610/20-A		24
236241	12		Blue C 660/20-A		IGM
236241	13		Blue B 710/50-A		38
236241	14		Blue A 780/60-A		23
236241	15		Violet C 450/50-A		3
236241	16		Violet B 525/50-A		L/D
236241	17		Violet A 610/20-A		27
236241	18		Time		Time
236242	1		FSC-A		FSC-A
236242	2	SSC	SSC-A	SSC	SSC-A
236242	3		Blue B 515/20-A		3
236242	4		Blue A 710/50-A		45RA
236242	5		Violet H 450/50-A	hCCR6	CCR6
236242	6		Violet G 550/40-A		L/D
236242	7		Violet D 605/40-A	hPDCD1	PD1
236242	8		Violet C 660/40-A		25
236242	9		Violet A 780/60-A		127
236242	10		Red C 660/20-A	hCCR4	CCR4
236242	11		Red A 780/60-A		4
236242	12		Green E 575/25-A	hCXCR3	CXCR3
236242	13		Green D 610/20-A	hCXCR5	CXCR5
236242	14		Green C 660/40-A	hICOS	ICOS
236242	15		Green A 780/40-A	hCCR7	CCR7
236242	16		Time		Time
236243	1		FSC-A		FSC-A
236243	2	SSC	SSC-A	SSC	SSC-A
236243	3		Blue B 515/20-A		86
236243	4		Blue A 710/50-A		38
236243	5		Violet H 450/50-A		IGD
236243	6		Violet G 550/40-A		L/D
236243	7		Violet D 605/40-A		IGM
236243	8		Violet C 660/40-A		3
236243	9		Violet B 705/70-A		95
236243	10		Violet A 780/60-A		27
236243	11		Red C 660/20-A		IGA
236243	12		Red A 780/60-A		19
236243	13		Green E 575/25-A	hMKI67	KI67
236243	14		Green D 610/20-A		24
236243	15		Green C 660/40-A		21
236243	16		Green A 780/40-A		IGG
236243	17		Time		Time
236244	1		FSC-A		FSC-A
236244	2		FSC-H		FSC-H
236244	3		FSC-W		FSC-W
236244	4	SSC	SSC-A	SSC	SSC-A
236244	5	SSC	SSC-H	SSC	SSC-H
236244	6	SSC	SSC-W	SSC	SSC-W
236244	7		Red C 660/20-A	hFAS	CD95
236244	8		Red A 780/60-A	hCD19	CD19
236244	9		Blue F 525/50-A		IGD
236244	10		Blue E 576/26-A	hCXCR3	CXCR3
236244	11		Blue D 610/20-A	hCD24	CD24
236244	12		Blue C 660/20-A	hCR2	CD21
236244	13		Blue B 710/50-A	hCD38	CD38
236244	14		Blue A 780/60-A	PTPRC/iso:CD45RO	B220
236244	15		Violet C 450/50-A	hCD3E	CD3
236244	16		Violet B 525/50-A		L\D
236244	17		Violet A 610/20-A	hCD27	CD27
236244	18		Time		Time
236245	1		FSC-A		FSC-A
236245	2		FSC-H		FSC-H
236245	3		FSC-W		FSC-W
236245	4	SSC	SSC-A	SSC	SSC-A
236245	5	SSC	SSC-H	SSC	SSC-H
236245	6	SSC	SSC-W	SSC	SSC-W
236245	7		Red C 660/20-A		10
236245	8		Red A 780/60-A		19
236245	9		Blue F 525/50-A		MTG
236245	10		Blue E 576/26-A		IGD
236245	11		Blue D 610/20-A		24
236245	12		Blue C 660/20-A		IGM
236245	13		Blue B 710/50-A		38
236245	14		Blue A 780/60-A		23
236245	15		Violet C 450/50-A		3
236245	16		Violet B 525/50-A		L/D
236245	17		Violet A 610/20-A		27
236245	18		Time		Time
236246	1		FSC-A		FSC-A
236246	2	SSC	SSC-A	SSC	SSC-A
236246	3		Blue B 515/20-A		3
236246	4		Blue A 710/50-A		45RA
236246	5		Violet H 450/50-A	hCCR6	CCR6
236246	6		Violet G 550/40-A		L/D
236246	7		Violet D 605/40-A	hPDCD1	PD1
236246	8		Violet C 660/40-A		25
236246	9		Violet A 780/60-A		127
236246	10		Red C 660/20-A	hCCR4	CCR4
236246	11		Red A 780/60-A		4
236246	12		Green E 575/25-A	hCXCR3	CXCR3
236246	13		Green D 610/20-A	hCXCR5	CXCR5
236246	14		Green C 660/40-A	hICOS	ICOS
236246	15		Green A 780/40-A	hCCR7	CCR7
236246	16		Time		Time
236247	1		FSC-A		FSC-A
236247	2	SSC	SSC-A	SSC	SSC-A
236247	3		Blue B 515/20-A		86
236247	4		Blue A 710/50-A		38
236247	5		Violet H 450/50-A		IGD
236247	6		Violet G 550/40-A		L/D
236247	7		Violet D 605/40-A		IGM
236247	8		Violet C 660/40-A		3
236247	9		Violet B 705/70-A		95
236247	10		Violet A 780/60-A		27
236247	11		Red C 660/20-A		IGA
236247	12		Red A 780/60-A		19
236247	13		Green E 575/25-A	hMKI67	KI67
236247	14		Green D 610/20-A		24
236247	15		Green C 660/40-A		21
236247	16		Green A 780/40-A		IGG
236247	17		Time		Time
236248	1		FSC-A		FSC-A
236248	2		FSC-H		FSC-H
236248	3		FSC-W		FSC-W
236248	4	SSC	SSC-A	SSC	SSC-A
236248	5	SSC	SSC-H	SSC	SSC-H
236248	6	SSC	SSC-W	SSC	SSC-W
236248	7		Blue F 525/50-A	hIGHD	IgD
236248	8		Blue E 576/26-A	hCXCR3	CXCR3
236248	9		Blue D 610/20-A	hCD24	CD24
236248	10		Blue C 660/20-A	hCR2	CD21
236248	11		Blue B 710/50-A	hCD38	CD38
236248	12		Blue A 780/60-A	PTPRC/iso:CD45RO	B220
236248	13		Violet C 450/50-A	hCD3E	CD3
236248	14		Violet B 525/50-A		L\D
236248	15		Violet A 610/20-A	hCD27	CD27
236248	16		Red C 660/20-A	hFAS	CD95
236248	17		Red A 780/60-A	hCD19	CD19
236248	18		Time		Time
236249	1		FSC-A		FSC-A
236249	2		FSC-H		FSC-H
236249	3		FSC-W		FSC-W
236249	4	SSC	SSC-A	SSC	SSC-A
236249	5	SSC	SSC-H	SSC	SSC-H
236249	6	SSC	SSC-W	SSC	SSC-W
236249	7		Blue F 525/50-A		MTG
236249	8		Blue E 576/26-A		IGD
236249	9		Blue D 610/20-A		24
236249	10		Blue C 660/20-A		IGM
236249	11		Blue B 710/50-A		38
236249	12		Blue A 780/60-A		23
236249	13		Violet C 450/50-A		3
236249	14		Violet B 525/50-A		L/D
236249	15		Violet A 610/20-A		27
236249	16		Red C 660/20-A		10
236249	17		Red A 780/60-A		19
236249	18		Time		Time
236250	1		FSC-A		FSC-A
236250	2	SSC	SSC-A	SSC	SSC-A
236250	3		Blue B 515/20-A		3
236250	4		Blue A 710/50-A		45RA
236250	5		Violet H 450/50-A	hCCR6	CCR6
236250	6		Violet G 550/40-A		L/D
236250	7		Violet D 605/40-A	hPDCD1	PD1
236250	8		Violet C 660/40-A		25
236250	9		Violet A 780/60-A		127
236250	10		Red C 660/20-A	hCCR4	CCR4
236250	11		Red A 780/60-A		4
236250	12		Green E 575/25-A	hCXCR3	CXCR3
236250	13		Green D 610/20-A	hCXCR5	CXCR5
236250	14		Green C 660/40-A	hICOS	ICOS
236250	15		Green A 780/40-A	hCCR7	CCR7
236250	16		Time		Time
236251	1		FSC-A		FSC-A
236251	2	SSC	SSC-A	SSC	SSC-A
236251	3		Blue B 515/20-A		86
236251	4		Blue A 710/50-A		38
236251	5		Violet H 450/50-A		IGD
236251	6		Violet G 550/40-A		L/D
236251	7		Violet D 605/40-A		IGM
236251	8		Violet C 660/40-A		3
236251	9		Violet B 705/70-A		95
236251	10		Violet A 780/60-A		27
236251	11		Red C 660/20-A		IGA
236251	12		Red A 780/60-A		19
236251	13		Green E 575/25-A	hMKI67	KI67
236251	14		Green D 610/20-A		24
236251	15		Green C 660/40-A		21
236251	16		Green A 780/40-A		IGG
236251	17		Time		Time
236252	1		FSC-A		FSC-A
236252	2		FSC-H		FSC-H
236252	3		FSC-W		FSC-W
236252	4	SSC	SSC-A	SSC	SSC-A
236252	5	SSC	SSC-H	SSC	SSC-H
236252	6	SSC	SSC-W	SSC	SSC-W
236252	7		Blue F 525/50-A	hIGHD	IgD
236252	8		Blue E 576/26-A	hCXCR3	CXCR3
236252	9		Blue D 610/20-A	hCD24	CD24
236252	10		Blue C 660/20-A	hCR2	CD21
236252	11		Blue B 710/50-A	hCD38	CD38
236252	12		Blue A 780/60-A	PTPRC/iso:CD45RO	B220
236252	13		Violet C 450/50-A	hCD3E	CD3
236252	14		Violet B 525/50-A		L\D
236252	15		Violet A 610/20-A	hCD27	CD27
236252	16		Red C 660/20-A	hFAS	CD95
236252	17		Red A 780/60-A	hCD19	CD19
236252	18		Time		Time
236253	1		FSC-A		FSC-A
236253	2		FSC-H		FSC-H
236253	3		FSC-W		FSC-W
236253	4	SSC	SSC-A	SSC	SSC-A
236253	5	SSC	SSC-H	SSC	SSC-H
236253	6	SSC	SSC-W	SSC	SSC-W
236253	7		Blue F 525/50-A		MTG
236253	8		Blue E 576/26-A		IGD
236253	9		Blue D 610/20-A		24
236253	10		Blue C 660/20-A		IGM
236253	11		Blue B 710/50-A		38
236253	12		Blue A 780/60-A		23
236253	13		Violet C 450/50-A		3
236253	14		Violet B 525/50-A		L/D
236253	15		Violet A 610/20-A		27
236253	16		Red C 660/20-A		10
236253	17		Red A 780/60-A		19
236253	18		Time		Time
236254	1		FSC-A		FSC-A
236254	2	SSC	SSC-A	SSC	SSC-A
236254	3		Blue B 515/20-A		3
236254	4		Blue A 710/50-A		45RA
236254	5		Violet H 450/50-A	hCCR6	CCR6
236254	6		Violet G 550/40-A		L/D
236254	7		Violet D 605/40-A	hPDCD1	PD1
236254	8		Violet C 660/40-A		25
236254	9		Violet A 780/60-A		127
236254	10		Red C 660/20-A	hCCR4	CCR4
236254	11		Red A 780/60-A		4
236254	12		Green E 575/25-A	hCXCR3	CXCR3
236254	13		Green D 610/20-A	hCXCR5	CXCR5
236254	14		Green C 660/40-A	hICOS	ICOS
236254	15		Green A 780/40-A	hCCR7	CCR7
236254	16		Time		Time
236255	1		FSC-A		FSC-A
236255	2	SSC	SSC-A	SSC	SSC-A
236255	3		Blue B 515/20-A		86
236255	4		Blue A 710/50-A		38
236255	5		Violet H 450/50-A		IGD
236255	6		Violet G 550/40-A		L/D
236255	7		Violet D 605/40-A		IGM
236255	8		Violet C 660/40-A		3
236255	9		Violet B 705/70-A		95
236255	10		Violet A 780/60-A		27
236255	11		Red C 660/20-A		IGA
236255	12		Red A 780/60-A		19
236255	13		Green E 575/25-A	hMKI67	KI67
236255	14		Green D 610/20-A		24
236255	15		Green C 660/40-A		21
236255	16		Green A 780/40-A		IGG
236255	17		Time		Time
236256	1		FSC-A		FSC-A
236256	2		FSC-H		FSC-H
236256	3		FSC-W		FSC-W
236256	4	SSC	SSC-A	SSC	SSC-A
236256	5	SSC	SSC-H	SSC	SSC-H
236256	6	SSC	SSC-W	SSC	SSC-W
236256	7		Blue F 525/50-A	hIGHD	IgD
236256	8		Blue E 576/26-A	hCXCR3	CXCR3
236256	9		Blue D 610/20-A	hCD24	CD24
236256	10		Blue C 660/20-A	hCR2	CD21
236256	11		Blue B 710/50-A	hCD38	CD38
236256	12		Blue A 780/60-A	PTPRC/iso:CD45RO	B220
236256	13		Violet C 450/50-A	hCD3E	CD3
236256	14		Violet B 525/50-A		L\D
236256	15		Violet A 610/20-A	hCD27	CD27
236256	16		Red C 660/20-A	hFAS	CD95
236256	17		Red A 780/60-A	hCD19	CD19
236256	18		Time		Time
236257	1		FSC-A		FSC-A
236257	2		FSC-H		FSC-H
236257	3		FSC-W		FSC-W
236257	4	SSC	SSC-A	SSC	SSC-A
236257	5	SSC	SSC-H	SSC	SSC-H
236257	6	SSC	SSC-W	SSC	SSC-W
236257	7		Blue F 525/50-A		MTG
236257	8		Blue E 576/26-A		IGD
236257	9		Blue D 610/20-A		24
236257	10		Blue C 660/20-A		IGM
236257	11		Blue B 710/50-A		38
236257	12		Blue A 780/60-A		23
236257	13		Violet C 450/50-A		3
236257	14		Violet B 525/50-A		L/D
236257	15		Violet A 610/20-A		27
236257	16		Red C 660/20-A		10
236257	17		Red A 780/60-A		19
236257	18		Time		Time
236258	1		FSC-A		FSC-A
236258	2	SSC	SSC-A	SSC	SSC-A
236258	3		Blue B 515/20-A		3
236258	4		Blue A 710/50-A		45RA
236258	5		Violet H 450/50-A	hCCR6	CCR6
236258	6		Violet G 550/40-A		L/D
236258	7		Violet D 605/40-A	hPDCD1	PD1
236258	8		Violet C 660/40-A		25
236258	9		Violet A 780/60-A		127
236258	10		Red C 660/20-A	hCCR4	CCR4
236258	11		Red A 780/60-A		4
236258	12		Green E 575/25-A	hCXCR3	CXCR3
236258	13		Green D 610/20-A	hCXCR5	CXCR5
236258	14		Green C 660/40-A	hICOS	ICOS
236258	15		Green A 780/40-A	hCCR7	CCR7
236258	16		Time		Time
236259	1		FSC-A		FSC-A
236259	2	SSC	SSC-A	SSC	SSC-A
236259	3		Blue B 515/20-A		86
236259	4		Blue A 710/50-A		38
236259	5		Violet H 450/50-A		IGD
236259	6		Violet G 550/40-A		L/D
236259	7		Violet D 605/40-A		IGM
236259	8		Violet C 660/40-A		3
236259	9		Violet B 705/70-A		95
236259	10		Violet A 780/60-A		27
236259	11		Red C 660/20-A		IGA
236259	12		Red A 780/60-A		19
236259	13		Green E 575/25-A	hMKI67	KI67
236259	14		Green D 610/20-A		24
236259	15		Green C 660/40-A		21
236259	16		Green A 780/40-A		IGG
236259	17		Time		Time
236260	1		FSC-A		FSC-A
236260	2		FSC-H		FSC-H
236260	3		FSC-W		FSC-W
236260	4	SSC	SSC-A	SSC	SSC-A
236260	5	SSC	SSC-H	SSC	SSC-H
236260	6	SSC	SSC-W	SSC	SSC-W
236260	7		Blue F 525/50-A	hIGHD	IgD
236260	8		Blue E 576/26-A	hCXCR3	CXCR3
236260	9		Blue D 610/20-A	hCD24	CD24
236260	10		Blue C 660/20-A	hCR2	CD21
236260	11		Blue B 710/50-A	hCD38	CD38
236260	12		Blue A 780/60-A	PTPRC/iso:CD45RO	B220
236260	13		Violet C 450/50-A	hCD3E	CD3
236260	14		Violet B 525/50-A		L\D
236260	15		Violet A 610/20-A	hCD27	CD27
236260	16		Red C 660/20-A	hFAS	CD95
236260	17		Red A 780/60-A	hCD19	CD19
236260	18		Time		Time
236261	1		FSC-A		FSC-A
236261	2		FSC-H		FSC-H
236261	3		FSC-W		FSC-W
236261	4	SSC	SSC-A	SSC	SSC-A
236261	5	SSC	SSC-H	SSC	SSC-H
236261	6	SSC	SSC-W	SSC	SSC-W
236261	7		Blue F 525/50-A		MTG
236261	8		Blue E 576/26-A		IGD
236261	9		Blue D 610/20-A		24
236261	10		Blue C 660/20-A		IGM
236261	11		Blue B 710/50-A		38
236261	12		Blue A 780/60-A		23
236261	13		Violet C 450/50-A		3
236261	14		Violet B 525/50-A		L/D
236261	15		Violet A 610/20-A		27
236261	16		Red C 660/20-A		10
236261	17		Red A 780/60-A		19
236261	18		Time		Time
236262	1		FSC-A		FSC-A
236262	2	SSC	SSC-A	SSC	SSC-A
236262	3		Blue B 515/20-A		3
236262	4		Blue A 710/50-A		45RA
236262	5		Violet H 450/50-A	hCCR6	CCR6
236262	6		Violet G 550/40-A		L/D
236262	7		Violet D 605/40-A	hPDCD1	PD1
236262	8		Violet C 660/40-A		25
236262	9		Violet A 780/60-A		127
236262	10		Red C 660/20-A	hCCR4	CCR4
236262	11		Red A 780/60-A		4
236262	12		Green E 575/25-A	hCXCR3	CXCR3
236262	13		Green D 610/20-A	hCXCR5	CXCR5
236262	14		Green C 660/40-A	hICOS	ICOS
236262	15		Green A 780/40-A	hCCR7	CCR7
236262	16		Time		Time
236263	1		FSC-A		FSC-A
236263	2	SSC	SSC-A	SSC	SSC-A
236263	3		Blue B 515/20-A		86
236263	4		Blue A 710/50-A		38
236263	5		Violet H 450/50-A		IGD
236263	6		Violet G 550/40-A		L/D
236263	7		Violet D 605/40-A		IGM
236263	8		Violet C 660/40-A		3
236263	9		Violet B 705/70-A		95
236263	10		Violet A 780/60-A		27
236263	11		Red C 660/20-A		IGA
236263	12		Red A 780/60-A		19
236263	13		Green E 575/25-A	hMKI67	KI67
236263	14		Green D 610/20-A		24
236263	15		Green C 660/40-A		21
236263	16		Green A 780/40-A		IGG
236263	17		Time		Time
